Order ID,Location ID,TotalProfit,TotalSales,TotalQuantity,Order Date,Ship Date,Customer ID
CA-2015-135363,74,7.14,20.78,4,262,788,237
CA-2015-135391,65,-17.06,80.88,6,97,1323,135
CA-2015-135489,23,134.33,279.86,14,444,357,543
CA-2015-135510,326,12.23,67.96,4,577,811,69
CA-2015-135538,27,99.43,883.84,4,100,75,403
CA-2015-135545,25,106.8,266.29,15,27,672,27
CA-2015-135580,13,490.6,3251.34,18,1081,835,52
CA-2015-135622,6,281.12,2079.11,17,575,555,499
CA-2015-135685,201,538.1,2233.02,25,547,1353,486
CA-2015-135727,51,16.8,191.97,7,1223,495,28
CA-2015-135853,185,103.18,324.22,14,555,639,222
CA-2015-136105,134,6.88,24.56,2,821,382,449
CA-2015-136147,328,-102.32,233.06,11,50,1353,248
CA-2015-136196,265,64.52,322.59,3,109,784,599
CA-2015-136224,306,1.16,10.27,3,70,70,761
CA-2015-136378,32,-13.73,9.16,3,788,1003,688
CA-2015-136420,142,57.2,139.82,8,312,82,294
CA-2015-136469,49,260.11,1136.9,13,655,984,477
CA-2015-136658,23,2.07,6.08,2,229,14,491
CA-2015-136700,537,4.39,8.96,2,401,555,106
CA-2015-136728,36,-9.22,177.89,5,1023,14,151
CA-2015-136735,94,78.89,167.86,2,353,991,66
CA-2015-136798,39,138.98,545.91,8,412,793,351
CA-2015-136805,151,265.29,925.83,14,293,1329,134
CA-2015-137064,32,-126.36,692.21,8,525,1250,772
CA-2015-137071,66,21.42,100.8,2,139,379,525
CA-2015-137106,133,27.99,79.96,5,1052,388,609
CA-2015-137113,59,598.06,4210.65,27,494,901,69
CA-2015-137225,29,1.41,3.28,1,83,546,82
CA-2015-137281,236,3.11,6.48,1,385,1359,541
CA-2015-137302,188,78.49,485.79,12,33,489,308
CA-2015-137512,293,-25.99,259.95,6,820,793,165
CA-2015-137526,25,155.49,612.46,16,1004,184,171
CA-2015-137603,447,2.18,8.4,5,444,496,762
CA-2015-137708,141,47.56,114.37,15,6,665,159
CA-2015-137750,94,57.36,204.85,5,608,1273,535
CA-2015-137897,45,42.87,134.5,9,717,902,601
CA-2015-137925,45,53.47,705.07,19,672,784,538
CA-2015-137946,62,342.08,979.1,7,135,406,140
CA-2015-137974,180,397.95,2298.9,19,392,24,328
CA-2015-138002,5,76.94,197.92,5,684,811,457
CA-2015-138009,165,444.27,1542.47,20,239,155,245
CA-2015-138219,13,16.68,33.36,4,391,1110,162
CA-2015-138331,74,10.68,106.8,10,976,1308,600
CA-2015-138457,222,-10.04,13.09,4,1023,14,562
CA-2015-138485,59,80.84,538.92,9,914,879,73
CA-2015-138492,11,-10.39,51.97,2,1060,1184,712
CA-2015-138534,410,-13.8,195.47,2,789,490,341
CA-2015-138625,337,55.36,197.72,4,121,599,283
CA-2015-138674,330,36.84,259.87,12,717,972,10
CA-2015-138898,260,84.57,845.73,13,442,352,423
CA-2015-138954,45,68.08,224.93,15,219,972,186
CA-2015-139094,65,-32.52,206.96,2,6,154,246
CA-2015-139164,106,29.83,366.99,8,537,1141,394
CA-2015-139248,3,39.0,623.96,5,395,117,709
CA-2015-139290,349,2.65,5.76,2,662,628,199
CA-2015-139374,110,-2.57,179.89,1,229,471,753
CA-2015-139584,29,-64.13,310.36,4,252,834,613
CA-2015-139731,139,-307.61,2717.31,8,52,52,32
CA-2015-139738,228,12.87,128.74,7,12,1310,729
CA-2015-139780,185,52.38,116.4,8,620,1006,706
CA-2015-139850,63,11.59,64.04,6,821,1359,673
CA-2015-139962,442,28.27,57.32,5,350,139,656
CA-2015-140025,65,-1133.29,847.2,14,1003,347,724
CA-2015-140144,34,147.72,383.62,9,782,608,34
CA-2015-140221,155,-483.21,257.32,11,616,1000,333
CA-2015-140375,248,12.95,26.82,4,653,348,495
CA-2015-140410,141,160.52,1345.42,13,502,209,475
CA-2015-140557,29,167.98,559.93,7,67,861,184
CA-2015-140718,314,55.28,246.36,15,740,433,135
CA-2015-140830,0,40.57,89.36,4,672,1257,28
CA-2015-140921,198,62.07,178.37,5,302,1241,211
CA-2015-140984,164,592.24,1884.14,17,471,227,530
CA-2015-141012,543,101.16,495.74,7,988,832,228
CA-2015-141040,23,314.1,655.88,8,330,313,621
CA-2015-141145,415,10.9,87.17,3,14,1352,591
CA-2015-141243,162,-352.09,1757.86,17,928,1380,733
CA-2015-141250,574,-21.71,301.74,5,1125,651,400
CA-2015-141327,35,30.79,440.14,12,672,155,235
CA-2015-141565,395,-972.05,1664.13,10,1181,496,767
CA-2015-141593,62,45.65,369.56,8,639,1135,715
CA-2015-141740,29,13.68,205.16,2,549,599,223
CA-2015-141754,229,3.95,11.7,2,139,707,773
CA-2015-141768,9,4.86,14.73,3,442,1329,472
CA-2015-141810,65,-8.22,374.07,9,121,209,121
CA-2015-141936,410,6.46,19.15,3,976,1308,43
CA-2015-142027,106,-13.87,369.91,3,265,1224,271
CA-2015-142041,1,2.63,7.52,5,722,988,613
CA-2015-142055,29,18.21,37.94,2,412,1187,437
CA-2015-142139,471,6.81,20.96,4,284,577,174
CA-2015-142202,133,152.39,717.12,9,227,1352,335
CA-2015-142237,63,-39.4,676.73,33,655,562,242
CA-2015-142377,334,40.4,85.96,7,784,364,99
CA-2015-142419,60,47.91,128.32,6,655,562,618
CA-2015-142433,66,44.05,117.46,3,704,334,301
CA-2015-142454,232,47.11,174.49,10,762,1349,681
CA-2015-142475,164,206.62,590.35,6,155,214,510
CA-2015-142601,25,37.35,1009.13,9,24,704,368
CA-2015-142692,59,1.12,3.59,1,924,372,122
CA-2015-142734,23,2.84,127.76,2,392,1122,664
CA-2015-142755,236,258.28,919.49,14,406,1014,394
CA-2015-142930,110,117.43,335.52,4,109,1257,432
CA-2015-142937,77,4.5,45.04,2,901,401,11
CA-2015-142944,34,473.75,1555.24,9,699,1339,139
CA-2015-142993,5,3.4,99.86,4,88,872,567
CA-2015-143077,16,-20.63,28.53,5,14,481,245
CA-2015-143105,23,357.37,1033.23,16,895,895,15
CA-2015-143119,299,155.25,517.5,6,496,1238,507
CA-2015-143147,65,-113.1,610.16,8,989,71,519
CA-2015-143238,393,18.06,46.32,4,684,1014,628
CA-2015-143364,154,-200.0,860.92,15,1177,490,592
CA-2015-143490,188,52.82,339.33,11,401,350,268
CA-2015-143532,451,4.89,14.5,3,531,539,419
CA-2015-143602,62,4.53,13.94,3,334,152,329
CA-2015-143616,5,25.79,99.2,5,874,1310,164
CA-2015-143700,11,3.63,10.37,2,353,353,238
CA-2015-143882,346,15.61,43.06,9,153,1273,748
CA-2015-143980,164,124.49,414.96,2,707,1232,82
CA-2015-144043,127,-2.92,46.69,4,1187,1060,269
CA-2015-144099,34,1.56,4.3,1,239,672,285
CA-2015-144190,247,6.22,12.96,2,988,385,720
CA-2015-144253,23,12.86,26.8,2,124,1230,127
CA-2015-144267,94,82.62,632.15,11,291,841,125
CA-2015-144274,49,142.12,420.64,20,521,665,617
CA-2015-144288,395,6.97,19.59,6,707,620,93
CA-2015-144302,176,-9.56,5.79,2,974,537,467
CA-2015-144386,29,8.87,25.34,6,599,1215,265
CA-2015-144519,524,64.25,403.94,12,50,972,585
CA-2015-144652,141,5.06,19.46,7,312,650,381
CA-2015-144722,1,18.11,43.13,1,199,391,751
CA-2015-144806,115,68.65,757.7,31,401,555,485
CA-2015-144890,13,4.88,9.96,2,707,1232,598
CA-2015-145065,188,12.48,32.31,4,295,83,589
CA-2015-145184,285,30.86,188.94,6,154,239,251
CA-2015-145324,245,14.39,39.96,2,219,902,723
CA-2015-145352,148,3192.07,6412.77,12,199,204,200
CA-2015-145394,26,13.08,295.97,7,547,312,204
CA-2015-145401,32,5.01,14.3,6,564,1313,187
CA-2015-145415,5,0.41,40.74,3,1235,786,372
CA-2015-145457,472,13.13,46.9,5,539,1075,434
CA-2015-145485,9,15.7,62.8,4,599,599,594
CA-2015-145758,23,269.31,1035.8,4,628,628,292
CA-2015-145814,45,252.15,867.74,6,902,27,44
CA-2015-145821,141,11.09,88.75,3,489,820,80
CA-2015-145828,93,-4.64,53.04,3,348,1292,93
CA-2015-145835,36,22.28,238.38,6,1149,1210,408
CA-2015-145849,304,19.72,215.18,10,426,14,564
CA-2015-146038,13,22.94,203.92,5,97,1130,695
CA-2015-146087,382,60.39,301.96,2,380,655,452
CA-2015-146255,285,271.41,807.54,10,1105,366,670
CA-2015-146262,81,-1196.06,1816.69,21,98,1145,100
CA-2015-146290,304,35.26,125.93,7,124,1223,458
CA-2015-146465,34,7.56,24.19,9,312,27,583
CA-2015-146486,187,70.65,1170.72,18,529,717,231
CA-2015-146563,174,-133.18,2645.01,29,252,834,90
CA-2015-146675,189,481.09,1483.53,7,392,704,766
CA-2015-146696,188,2.73,8.1,2,639,546,502
CA-2015-146829,16,-1.89,1.11,2,366,366,358
CA-2015-146948,308,112.33,299.75,14,747,603,450
CA-2015-147011,328,3.58,13.63,4,652,137,403
CA-2015-147102,112,23.23,66.36,4,444,120,468
CA-2015-147501,59,44.03,564.77,4,991,705,476
CA-2015-147529,28,152.59,324.11,7,1107,1323,460
CA-2015-147690,11,43.32,577.58,6,113,717,710
CA-2015-147788,12,209.64,1745.71,14,70,593,612
CA-2015-147816,115,13.17,35.12,2,496,120,619
CA-2015-147830,55,-1980.38,4190.2,17,83,217,173
CA-2015-147851,29,3.36,10.75,4,155,575,88
CA-2015-147879,553,21.01,45.68,2,820,793,417
CA-2015-148180,569,37.27,131.48,14,353,374,162
CA-2015-148250,215,41.18,147.44,6,350,997,345
CA-2015-148376,141,41.37,128.52,9,17,620,151
CA-2015-148432,285,3.95,33.48,9,209,113,305
CA-2015-148495,282,10.41,31.56,3,863,863,11
CA-2015-148628,380,15.06,32.75,5,401,555,454
CA-2015-148635,60,91.16,1288.85,11,395,1097,659
CA-2015-148705,43,1.76,5.04,2,899,1304,432
CA-2015-148712,45,60.65,172.61,17,786,1383,341
CA-2015-148859,36,1.55,24.82,2,75,1365,651
CA-2015-148873,116,-1.77,111.76,8,486,348,75
CA-2015-148964,292,7.89,20.24,1,989,70,76
CA-2015-149083,5,51.87,479.72,8,12,1238,64
CA-2015-149097,62,51.28,439.54,10,1182,1040,647
CA-2015-149300,186,-1.98,32.98,3,6,521,3
CA-2015-149342,112,381.66,896.31,11,704,334,378
CA-2015-149384,286,-2.24,3.37,3,848,848,13
CA-2015-149517,379,19.47,60.84,3,444,1352,763
CA-2015-149566,13,23.6,51.6,7,901,895,334
CA-2015-149587,39,38.91,99.26,7,43,1241,41
CA-2015-149601,113,24.15,93.79,6,71,1246,577
CA-2015-149636,97,7.89,31.54,7,1171,1026,407
CA-2015-149650,232,-73.82,454.27,8,1040,1379,372
CA-2015-149678,214,0.39,12.88,1,657,1278,497
CA-2015-149713,106,90.7,187.94,20,227,357,228
CA-2015-149734,35,62.81,200.98,7,37,1014,36
CA-2015-149748,335,154.42,345.26,8,70,1245,605
CA-2015-149811,532,35.47,72.24,8,1038,553,294
CA-2015-149846,62,425.82,3862.1,22,1184,989,766
CA-2015-149909,134,88.07,210.82,12,50,972,154
CA-2015-149972,1,2.53,609.44,6,481,1352,522
CA-2015-149993,194,3.6,10.9,5,531,305,315
CA-2015-150196,23,9.33,19.44,3,740,230,256
CA-2015-150308,182,21.54,246.17,3,83,139,645
CA-2015-150413,77,-2.84,1.72,1,324,1040,750
CA-2015-150441,238,5.57,11.36,4,863,493,267
CA-2015-150511,119,8.71,18.54,2,227,496,144
CA-2015-150560,303,96.34,196.62,2,555,295,517
CA-2015-150714,330,-56.34,1215.26,31,662,549,120
CA-2015-150749,28,1.45,5.56,2,368,1405,238
CA-2015-150770,9,164.17,460.85,11,910,1412,48
CA-2015-150791,23,60.39,271.76,2,684,1023,254
CA-2015-150875,480,183.04,1001.2,5,547,312,96
CA-2015-151043,105,-1.2,47.98,2,717,312,67
CA-2015-151253,141,24.45,152.92,6,1100,33,616
CA-2015-151470,121,16.52,45.58,11,1181,120,562
CA-2015-151547,557,10.01,88.96,8,184,651,733
CA-2015-151589,424,163.92,435.54,6,17,1081,681
CA-2015-151624,153,8.12,21.36,8,1014,471,100
CA-2015-151680,60,22.71,141.96,2,902,82,679
CA-2015-151722,47,57.6,288.0,4,348,330,582
CA-2015-151785,36,2.49,7.1,6,616,366,370
CA-2015-151841,42,4.0,49.4,7,381,942,679
CA-2015-151869,265,16.46,122.62,4,12,12,229
CA-2015-152513,142,7.43,22.85,2,433,951,655
CA-2015-152527,25,3.89,77.88,2,872,872,496
CA-2015-152611,347,74.57,286.79,7,763,1202,567
CA-2015-152681,128,2.0,6.68,2,184,1400,609
CA-2015-152891,94,-15.33,313.63,6,969,628,577
CA-2015-153038,31,28.43,94.69,21,217,707,516
CA-2015-153073,26,-7.44,17.5,9,50,50,456
CA-2015-153108,373,23.09,84.61,9,616,1000,227
CA-2015-153220,3,7.06,15.7,5,768,717,289
CA-2015-153325,257,27.01,58.72,4,879,56,461
CA-2015-153381,445,401.13,1423.34,14,496,694,368
CA-2015-153388,25,-172.51,1011.7,10,509,976,480
CA-2015-153416,1,94.6,568.86,20,27,239,358
CA-2015-153423,144,456.59,1217.57,2,137,1397,517
CA-2015-153535,575,15.48,169.55,8,1128,1137,495
CA-2015-153549,133,131.28,1166.92,5,368,1052,359
CA-2015-153612,470,4.96,17.12,4,937,17,457
CA-2015-153626,395,0.84,5.16,3,584,1177,12
CA-2015-153717,83,50.35,255.58,7,707,1365,393
CA-2015-153738,128,16.96,37.68,6,1181,357,8
CA-2015-153752,101,50.44,173.94,6,401,555,197
CA-2015-153794,142,79.76,265.86,7,861,1217,115
CA-2015-153878,201,92.44,330.15,10,334,28,772
CA-2015-153906,29,2.58,85.9,2,199,305,99
CA-2015-154144,140,26.63,55.48,1,139,100,186
CA-2015-154200,188,15.07,51.98,2,652,137,696
CA-2015-154284,586,253.31,1349.63,15,379,207,449
CA-2015-154291,153,88.67,457.04,11,395,1285,453
CA-2015-154326,309,287.37,974.9,10,586,1317,532
CA-2015-154340,200,15.76,56.3,2,239,672,735
CA-2015-154620,194,34.89,348.93,2,295,1135,299
CA-2015-154746,28,339.16,860.07,5,717,972,601
CA-2015-154795,488,6.72,22.29,3,139,100,47
CA-2015-154823,157,-55.63,637.27,6,291,767,471
CA-2015-154886,9,43.16,119.9,2,627,768,517
CA-2015-154900,343,11.73,25.87,5,1069,879,286
CA-2015-154921,37,87.74,186.69,3,293,71,105
CA-2015-154956,201,285.99,1099.96,4,433,584,5
CA-2015-154970,5,-6.93,61.58,1,956,553,256
CA-2015-155040,90,35.16,79.9,2,113,219,117
CA-2015-155054,507,32.27,106.08,6,385,974,390
CA-2015-155068,152,-9.99,78.45,11,924,924,267
CA-2015-155124,518,1.68,16.78,3,1007,1113,754
CA-2015-155145,438,3.48,7.92,8,17,1232,634
CA-2015-155306,34,625.85,2572.5,17,786,1122,654
CA-2015-155334,9,98.79,226.13,13,117,374,66
CA-2015-155453,133,1.67,4.61,2,101,1367,19
CA-2015-155586,549,24.45,54.17,9,295,1135,190
CA-2015-155600,378,-1053.36,1635.02,11,784,214,197
CA-2015-155635,175,23.92,48.81,3,1230,1149,250
CA-2015-155761,16,40.63,206.32,5,555,555,561
CA-2015-156013,255,37.72,85.85,7,1181,120,568
CA-2015-156104,304,449.99,999.98,2,401,575,472
CA-2015-156118,97,5.1,15.7,3,575,295,428
CA-2015-156146,345,-5.36,174.3,4,662,628,122
CA-2015-156153,255,0.3,7.56,6,70,1245,194
CA-2015-156328,314,19.97,177.48,3,672,901,528
CA-2015-156335,305,79.41,183.4,9,12,694,285
CA-2015-156377,70,-17.29,18.42,9,620,319,577
CA-2015-156440,188,14.67,44.46,2,901,364,588
CA-2015-156482,49,350.55,1558.42,15,525,1250,582
CA-2015-156510,316,28.38,63.14,5,12,1310,552
CA-2015-156524,164,9.04,19.65,3,312,650,297
CA-2015-156566,40,50.12,572.8,2,486,242,75
CA-2015-156608,65,-6.29,3.59,4,1040,1104,192
CA-2015-156734,297,59.04,670.01,11,652,782,296
CA-2015-156755,285,120.95,465.18,3,1026,1399,453
CA-2015-156853,208,84.94,184.66,7,155,901,6
CA-2015-156923,355,16.15,35.88,6,1130,763,133
CA-2015-157028,404,3.48,8.28,2,109,155,671
CA-2015-157035,134,16.67,34.02,3,364,295,33
CA-2015-157084,13,641.47,1941.81,8,546,100,506
CA-2015-157133,462,-182.35,151.96,5,109,155,62
CA-2015-157287,11,1.68,456.19,9,937,706,403
CA-2015-157322,449,-39.87,1305.81,18,740,380,584
CA-2015-157343,105,-2.14,52.25,12,722,832,787
CA-2015-157434,74,2.89,7.97,2,1078,124,82
CA-2015-157770,440,101.89,808.67,14,350,83,361
CA-2015-157805,88,41.7,555.96,5,284,406,563
CA-2015-157812,16,-41.79,162.07,12,204,514,203
CA-2015-157959,141,41.08,136.92,4,302,1313,459
CA-2015-158148,101,10.88,36.27,3,139,207,622
CA-2015-158323,222,1.07,17.09,2,672,155,448
CA-2015-158351,63,92.0,319.98,2,782,1422,604
CA-2015-158421,37,756.01,3631.96,37,481,120,673
CA-2015-158456,3,28.81,65.86,8,100,1232,446
CA-2015-158491,141,431.98,1109.95,5,593,988,669
CA-2015-158554,63,4.12,11.35,3,529,529,496
CA-2015-158659,238,207.15,714.3,5,113,717,281
CA-2015-158701,94,41.14,143.52,12,956,553,311
CA-2015-158792,128,10.43,22.2,5,207,1006,205
CA-2015-158918,1,7.7,17.12,4,139,707,482
CA-2015-158939,334,234.0,599.99,1,650,494,105
CA-2015-159380,34,17.34,38.52,9,793,495,473
CA-2015-159534,45,456.53,1445.68,18,305,391,704
CA-2015-159590,29,1.61,5.76,2,1074,1419,346
CA-2015-159779,208,32.25,68.62,2,12,1310,766
CA-2015-159786,144,-13.98,209.67,1,88,872,343
CA-2015-159863,14,6.72,134.38,3,406,67,103
CA-2015-160059,145,3.06,6.24,2,154,494,353
CA-2015-160171,141,556.6,1910.7,8,324,1040,84
CA-2015-160213,255,9.33,19.44,3,936,649,255
CA-2015-160227,164,553.39,2621.32,11,121,1258,525
CA-2015-160472,318,279.55,1238.33,25,603,395,343
CA-2015-160696,395,1.18,7.24,5,684,229,316
CA-2015-160787,105,-2.06,2.95,2,12,12,298
CA-2015-160794,16,9.87,27.22,3,705,816,99
CA-2015-160864,58,5.19,13.85,3,910,1412,376
CA-2015-161214,49,21.71,77.55,5,348,1049,245
CA-2015-161242,62,5.76,11.76,2,932,1213,344
CA-2015-161263,213,-70.11,239.21,22,392,1122,378
CA-2015-161445,35,12.31,140.74,4,67,1315,566
CA-2015-161452,1,89.22,892.22,3,57,347,662
CA-2015-161627,54,-17.04,170.35,3,380,655,695
CA-2015-161711,45,57.2,130.4,11,109,155,466
CA-2015-161718,419,98.2,794.57,14,784,895,2
CA-2015-161767,162,56.0,479.99,2,312,27,136
CA-2015-161795,47,0.34,3.01,2,379,706,340
CA-2015-161830,59,15.85,50.91,5,496,120,250
CA-2015-161998,85,29.74,277.63,12,489,1240,106
CA-2015-162047,255,209.27,1448.82,10,502,599,92
CA-2015-162166,520,12.72,68.28,11,1014,861,392
CA-2015-162201,104,96.52,937.61,35,1213,821,122
CA-2015-162369,62,61.39,323.1,2,762,1349,640
CA-2015-162376,565,33.13,77.06,7,6,665,787
CA-2015-162537,0,36.87,104.51,16,372,502,361
CA-2015-162544,59,2.34,4.98,1,1135,546,65
CA-2015-162607,60,4.92,14.59,3,793,1210,197
CA-2015-162621,66,-47.73,89.86,17,577,861,402
CA-2015-162761,328,-2.43,50.46,12,330,313,623
CA-2015-162782,209,1270.99,2541.98,2,780,914,617
CA-2015-162887,370,178.8,715.2,3,209,529,647
CA-2015-162950,412,-371.25,498.49,9,1141,230,61
CA-2015-162964,14,61.02,304.22,11,768,1353,751
CA-2015-163055,83,138.13,646.63,7,101,748,103
CA-2015-163090,26,3.07,40.92,5,972,82,348
CA-2015-163104,25,5.86,11.96,2,531,514,305
CA-2015-163181,16,-142.67,671.0,25,209,768,455
CA-2015-163237,28,160.27,520.03,5,976,101,313
CA-2015-163440,380,1.2,15.98,2,204,539,76
CA-2015-163587,355,323.41,688.46,7,948,1304,212
CA-2015-163734,32,14.31,228.92,5,974,1422,454
CA-2015-163762,23,12.51,29.79,3,154,494,188
CA-2015-163895,480,1.12,3.3,1,976,1067,374
CA-2015-163923,28,36.47,151.96,4,1051,1246,786
CA-2015-163965,123,-91.06,377.9,14,312,154,286
CA-2015-164007,26,-392.86,145.51,5,1213,821,726
CA-2015-164084,164,-80.67,654.78,16,67,811,132
CA-2015-164301,5,610.86,3393.68,8,514,1110,225
CA-2015-164336,11,-0.27,73.78,6,761,848,596
CA-2015-164427,501,105.47,239.7,6,374,705,153
CA-2015-164441,164,25.71,70.21,14,627,50,549
CA-2015-164497,94,15.4,45.28,4,109,672,219
CA-2015-164539,164,141.28,523.25,5,547,6,178
CA-2015-164567,25,22.56,225.58,3,925,974,136
CA-2015-164623,45,11.54,24.56,2,1182,420,474
CA-2015-164777,1,0.0,2803.92,5,746,1347,253
CA-2015-164833,59,6.53,16.64,4,593,593,328
CA-2015-164882,71,349.85,2562.17,26,89,89,65
CA-2015-165050,23,233.99,801.99,13,214,364,117
CA-2015-165057,71,53.19,189.99,12,861,426,56
CA-2015-165085,234,117.39,384.86,7,17,620,389
CA-2015-165162,3,55.9,1117.92,4,263,1031,643
CA-2015-165414,222,4.8,47.98,3,379,100,201
CA-2015-165554,25,5.32,10.86,2,1210,1184,321
CA-2015-165624,148,364.36,1142.43,30,841,834,651
CA-2015-165799,23,1.31,117.88,1,685,740,495
CA-2015-165813,160,2.56,29.3,3,305,204,298
CA-2015-166135,42,17.43,139.42,4,486,1272,464
CA-2015-166219,176,66.24,1203.44,6,834,135,130
CA-2015-166338,412,-10.38,14.83,3,401,214,486
CA-2015-166464,45,66.05,492.58,6,811,14,38
CA-2015-166492,45,18.31,48.5,6,1003,889,261
CA-2015-166583,32,109.34,971.88,3,153,1273,104
CA-2015-166604,236,8.79,17.94,3,1060,1128,706
CA-2015-166800,121,8.39,31.08,4,902,650,636
CA-2015-166947,250,169.18,1522.64,9,1117,1414,494
CA-2015-166975,280,190.43,692.47,11,650,672,741
CA-2015-167010,105,-257.92,1636.36,32,57,889,725
CA-2015-167255,94,83.97,175.29,6,874,1310,563
CA-2015-167269,63,2.17,6.21,2,382,782,171
CA-2015-167374,11,17.54,56.81,9,514,1110,421
CA-2015-167479,52,9.33,19.44,3,948,531,482
CA-2015-167696,389,14.63,31.12,4,1217,481,214
CA-2015-167745,13,20.81,52.98,6,227,1352,334
CA-2015-168004,166,43.22,392.94,3,242,330,249
CA-2015-168088,16,-43.9,449.05,6,531,204,475
CA-2015-168186,312,7.02,14.94,3,229,426,492
CA-2015-168207,188,49.09,738.9,19,121,376,299
CA-2015-168277,304,5.7,12.39,3,352,1246,41
CA-2015-168459,31,16.54,58.05,8,6,154,507
CA-2015-168480,367,38.63,220.31,5,481,874,678
CA-2015-168529,34,62.74,145.9,5,1049,88,93
CA-2015-168564,9,15.82,158.67,5,816,816,627
CA-2015-168634,9,2.02,7.78,2,401,555,578
CA-2015-168746,177,-191.64,769.34,7,746,1347,277
CA-2015-168760,13,16.59,61.44,3,357,120,152
CA-2015-168767,379,4.33,12.83,2,889,1278,678
CA-2015-168809,16,-26.61,31.78,8,767,767,498
CA-2015-169201,94,29.53,86.82,5,694,486,428
CA-2015-169278,59,8.77,26.98,4,1031,442,545
CA-2015-169299,40,0.72,7.15,3,252,1337,157
CA-2015-169397,82,-365.99,627.92,22,100,17,102
CA-2015-169537,544,3.6,7.5,2,37,67,581
CA-2015-169572,195,21.45,46.62,9,684,811,132
CA-2015-169656,105,15.86,422.86,3,863,748,719
CA-2015-169677,112,4.81,9.82,2,1004,1311,754
CA-2015-169733,475,1.0,9.95,1,420,662,421
CA-2015-169740,401,3.0,29.99,1,763,1069,215
CA-2015-169796,45,1117.56,2339.84,5,529,717,656
CA-2016-100041,134,157.38,328.54,6,73,881,541
CA-2016-100083,325,7.74,24.78,1,390,896,263
CA-2016-100153,136,24.91,63.88,4,180,907,175
CA-2016-100244,34,175.62,475.69,19,873,446,620
CA-2016-100300,88,626.4,4823.09,8,890,190,77
CA-2016-100307,145,9.33,19.44,3,272,1054,679
CA-2016-100468,62,6.43,43.46,4,390,49,401
CA-2016-100510,23,307.75,641.98,7,536,624,447
CA-2016-100587,23,3.11,6.48,1,107,882,359
CA-2016-100671,443,6.98,111.67,9,474,254,703
CA-2016-100790,23,91.13,718.95,10,190,415,189
CA-2016-100944,13,199.62,868.14,10,446,150,553
CA-2016-100965,58,73.32,215.65,5,274,1319,528
CA-2016-100993,88,32.57,918.97,14,473,1404,616
CA-2016-101161,23,99.85,279.67,18,63,201,308
CA-2016-101168,556,6.55,21.12,4,591,314,164
CA-2016-101189,13,3.72,93.02,2,1084,1205,80
CA-2016-101329,498,9.16,35.01,10,183,1254,462
CA-2016-101336,164,76.43,279.81,15,373,741,316
CA-2016-101343,13,3.89,77.88,2,19,405,19
CA-2016-101378,364,7.25,29.0,2,216,216,584
CA-2016-101385,9,6.96,16.56,4,477,393,493
CA-2016-101448,499,28.41,56.82,3,535,398,518
CA-2016-101469,101,3.16,7.7,2,415,630,347
CA-2016-101525,366,67.54,140.52,7,766,1314,632
CA-2016-101546,92,843.17,1793.98,2,122,435,136
CA-2016-101623,45,18.24,36.48,6,1211,1193,645
CA-2016-101630,255,10.75,34.38,6,317,1098,316
CA-2016-101651,58,37.15,83.72,14,435,945,253
CA-2016-101672,547,155.74,1027.68,10,339,877,626
CA-2016-101693,32,-32.26,117.96,4,674,812,95
CA-2016-101742,29,3.68,10.53,7,713,150,615
CA-2016-101791,36,62.26,1328.13,14,1022,1206,574
CA-2016-101938,232,10.03,34.58,1,676,1335,108
CA-2016-101966,66,52.49,419.94,7,216,87,298
CA-2016-101980,29,154.14,448.79,13,1146,623,261
CA-2016-101987,238,123.45,440.91,9,890,1186,332
CA-2016-102092,28,158.53,1056.86,7,10,25,400
CA-2016-102127,45,31.65,198.67,10,190,415,778
CA-2016-102134,156,4.35,16.74,2,560,690,259
CA-2016-102162,389,757.39,1611.01,9,108,1142,535
CA-2016-102456,164,49.56,170.88,3,535,398,297
CA-2016-102498,299,21.23,73.2,5,1131,197,506
CA-2016-102561,11,32.83,313.84,22,427,405,71
CA-2016-102596,75,6.23,17.18,6,797,945,279
CA-2016-102792,215,3.25,9.84,3,180,1054,209
CA-2016-102813,143,14.52,569.9,13,415,894,105
CA-2016-102932,416,20.82,53.37,9,251,713,174
CA-2016-102981,45,101.44,754.21,5,47,369,373
CA-2016-103037,32,5.7,15.71,4,197,875,175
CA-2016-103107,5,37.61,274.86,11,975,975,46
CA-2016-103128,621,1.23,14.11,6,583,625,790
CA-2016-103163,410,3.87,9.51,2,843,725,86
CA-2016-103359,45,8.95,25.58,2,596,482,62
CA-2016-103464,188,95.2,595.0,5,741,441,310
CA-2016-103709,438,84.57,310.86,12,162,306,431
CA-2016-103730,49,167.16,487.5,29,1,1085,56
CA-2016-103891,141,7.18,95.76,6,188,1080,120
CA-2016-103919,70,-29.51,38.08,5,339,877,734
CA-2016-103947,171,12.87,61.7,7,178,143,121
CA-2016-103982,217,-747.09,4406.07,14,840,387,397
CA-2016-104150,312,61.74,248.82,15,1092,1221,743
CA-2016-104157,129,421.23,2503.47,14,197,875,363
CA-2016-104276,2,-99.75,447.78,8,581,275,520
CA-2016-104311,274,-5.2,36.65,8,440,715,548
CA-2016-104633,54,89.87,198.84,8,1,950,105
CA-2016-104689,25,6.91,23.04,8,49,5,92
CA-2016-104969,412,-97.7,129.97,7,143,167,258
CA-2016-104983,105,38.72,123.92,5,894,894,524
CA-2016-105018,69,3.44,7.16,2,85,499,85
